,GRTS.Cell.ID,Quadrant,Lat,Long,Years_Sampled,N_Years,Species_2025
203,268521,NW,49.48855,-115.09812,"2,018,201,920,212,020,000,000,000,000",7,"EPFU, LABO, LACI, LANO, MYEV, MYLU, MYVO"
204,268521,SE,49.440833,-115.056338,"2,018,201,920,212,020,000,000,000,000",7,"COTO, EPFU, LABO, LACI, LANO, MYCA, MYEV, MYLU, MYTH, MYVO, MYYU"
205,269777,NW,57.04083,-122.86281,"2,017,201,820,192,020",4,NA
206,269777,SW,57.01497,-122.80521,"2,017,201,820,192,020",4,NA
207,271731,SE1,51.248617,-117.627922,"201,720,182,019,202,000,000,000,000,000,000,000",9,"COTO, LANO, MYCA, MYEV, MYLU, MYVO"
208,271731,SE2,51.277231,-117.590147,"201,720,192,021,202,000,000,000",6,"COTO, LACI, LANO, MYCA, MYEV, MYLU, MYSE, MYVO"
209,271731,SW,51.241464,-117.649615,"2,019,202,020,212,020,000,000,000,000",7,"COTO, LACI, LANO, MYCA, MYEV, MYLU, MYSE, MYVO, MYYU"
210,273050,NE1,49.036603,-125.691572,"20,172,019,202,120,200,000",5,NA
211,273050,NE2,49.04813,-125.705691,"2,017,201,920,212,020,000,000,000,000",7,"COTO, LACI, LANO, MYCA, MYEV, MYLU, MYVO, MYYU"
212,273050,SE1,49.003475,-125.638285,"201,720,192,021,202,000,000,000",6,NA
213,273050,SE2,49.025804,-125.652847,"2,017,201,920,212,020,000,000,000,000",7,"LACI, LANO, MYCA, MYEV, MYLU, MYVO, MYYU"
214,283586,NE,54.3558,-128.5366,"2,018,201,920,202,020,000,000,000,000",7,"MYCA, MYEV, MYLU, MYVO, MYYU"
215,283586,NW,54.3321,-128.6266,"20,182,019,202,020,200,000,000,000,000,000",8,"EPFU, LABO, LACI, LANO, MYCA, MYEV, MYLU, MYSE, MYVO, MYYU"
216,283586,SE,54.31162,-128.54374,"20,182,019,202,020,200,000,000,000,000,000",8,"EPFU, LABO, LACI, LANO, MYCA, MYEV, MYLU, MYSE, MYVO, MYYU"
217,283586,SW,54.2946,-128.581,"20,182,019,202,020,200,000,000,000,000,000",8,"EPFU, LABO, LACI, LANO, MYEV, MYLU, MYSE, MYVO, MYYU"
218,294832,NE,56.3348,-120.97877,"20,172,018,201,920,200,000,000,000,000,000",8,"EPFU, LABO, LACI, LANO, MYLU, MYSE, MYVO"
219,294832,NW,56.33264,-121.00747,"20,172,018,201,920,200,000,000,000,000,000",8,"EPFU, LABO, LACI, LANO, MYEV, MYLU, MYSE, MYVO"
220,294832,SE,56.30206,-120.94608,"2,017,201,820,192,020,000,000,000,000",7,NA
221,294832,SW,56.30496,-121.00198,"20,172,018,201,920,200,000,000,000,000,000",8,"EPFU, LABO, LACI, LANO, MYEV, MYLU, MYSE, MYVO"
222,317428,NE,49.06292,-120.799436,"20,182,019,202,020,200,000,000,000,000,000",8,"COTO, EPFU, LACI, LANO, MYCA, MYEV, MYLU, MYVO, MYYU"
223,317428,NW,49.06417,-120.90943,"20,182,019,202,020,200,000,000,000,000,000",8,"COTO, EPFU, EUMA, LACI, LANO, MYCA, MYEV, MYLU, MYVO"
224,317428,SE,49.06053,-120.77309,"2,018,201,920,202,020,000,000,000,000",7,NA
225,317428,SW,49.04617,-120.85085,"201,820,192,020,202,000,000,000",6,NA
226,326072,NE,49.09743,-122.51957,"20,162,017,201,820,100,000,000,000,000,000",8,NA
227,326072,NW,49.05235,-122.58989,"2,016,201,720,182,010,000,000,000,000,000,000,000,000",10,"EPFU, LACI, LANO, MYCA, MYEV, MYLU, MYTH, MYVO, MYYU"
228,326072,SE,49.0144,-122.52755,"2,016,201,720,182,010,000,000,000,000",7,NA
229,326072,SW,49.01082,-122.58104,"2,016,201,720,182,010,000,000,000,000,000,000,000,000",10,"COTO, EPFU, LACI, LANO, MYCA, MYEV, MYLU, MYTH, MYVO, MYYU"
230,159722,NE,49.247376,-121.598903,2025,1,"EPFU, LACI, LANO, MYCA, MYEV, MYLU, MYVO, MYYU"
231,159722,SE,49.295209,-121.659387,2025,1,"COTO, EPFU, LACI, LANO, MYCA, MYEV, MYLU, MYVO, MYYU"
232,216746,SW,49.08751,-125.7875,2025,1,"COTO, LANO, MYCA, MYEV, MYLU, MYVO, MYYU"
233,273050,SE,49.00511,-125.65145,2025,1,"LACI, MYCA, MYEV, MYLU, MYVO, MYYU"
234,47210,NE2,49.84115758,-119.8859619,2025,1,"ANPA, EPFU, EUMA, LABO, LACI, LANO, MYCA, MYCI, MYEV, MYLU, MYVO, MYYU"
235,53210,NE,55.52869783,-123.1866431,2025,1,"LABO, MYEV, MYLU, MYVO"
236,53210,NW,55.53276571,-123.2929965,2025,1,"EPFU, LABO, LACI, LANO, MYEV, MYLU, MYSE, MYVO"
237,53210,SE,55.5162281,-123.1985827,2025,1,"LABO, LACI, LANO, MYEV, MYLU, MYSE, MYVO"
238,53210,SW,55.48747741,-123.2372465,2025,1,"EPFU, LABO, LACI, LANO, MYEV, MYLU, MYSE, MYVO"
